li,re,n,ta,zr,ce,hf,id,mo,p,y,zn,ag,cu,mg,pb,ga,sn,ti,o,s,b,co,v,sc,ca,nb,al,mn,se,cr,la,pd,nd,w,as,fe,ni,si,c,yield strength,tensile strength,elongation,source
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.2,0.56,,4.6884368,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.2,0.7,,5.033174799999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.35,0.0,1.5,0.0,0.0,0.0,0.0,0.0,97.7,0.0,0.25,1.015,,4.136856,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.875,0.0,0.575,0.0,0.0,0.0,0.0,0.0,98.15,0.0,0.2,0.2,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,97.05,0.0,0.6,1.015,,4.3436988,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.5499999999999998,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,96.1,0.0,0.6,1.015,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.1,0.0,1.5499999999999998,0.0,0.0,0.0,0.0,0.0,96.55,0.0,0.6,1.015,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.15,0.0,0.95,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.2,0.165,,3.3784324,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,1.25,0.0,1.15,0.0,0.0,0.0,0.0,0.0,97.2,0.0,0.2,0.195,,3.5852752,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,93.7,4.05,0.2,0.16,,4.826332,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.55,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,93.9,3.55,0.2,0.175,,4.757384399999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.7,0.0,1.85,0.0,0.0,0.0,0.0,0.0,96.7,0.0,0.3,1.015,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.35,0.0,1.85,0.0,0.0,0.0,0.0,0.0,97.1,0.0,0.3,1.015,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.7,0.0,1.85,0.0,0.0,0.0,0.0,0.0,96.6,0.0,0.25,1.015,,4.6194892,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.00075,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.95,0.0,1.95,0.0,0.0,0.0,0.0,0.0,95.85,0.0,0.5,1.015,,4.6194892,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,85.45,0.0,0.5,0.4649999999999999,,4.8952796,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,85.1,0.0,0.5,0.6499999999999999,,4.9642272,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,81.35,0.0,0.5,1.1,,5.033174799999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,79.75,0.0,0.5,0.925,,5.033174799999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,4.1,0.0,0.0,0.0,0.125,0.0,89.94999999999999,0.0,0.2,0.81,,4.9642272,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.2,0.0,4.1,0.0,0.0,0.0,6.35,0.0,82.2,0.0,0.2,0.8200000000000001,,4.9642272,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0075,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.25,0.0,4.1,0.0,0.0,0.0,0.075,0.0,86.55000000000001,3.4000000000000004,0.175,0.125,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.2,0.0,4.1,0.0,0.0,0.0,18.25,0.0,75.65,0.0,0.2,0.75,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.2,0.2,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249999999999999,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.75,0.0,1.05,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.2,0.43,,4.757384399999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.75,0.0,1.05,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.2,0.15,,3.3784324,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.75,0.0,1.05,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.2,0.2,,3.44738,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.875,0.0,0.575,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.2,0.2,,3.3784324,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0125,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.55,0.0,0.5,0.0,0.0,0.0,0.0,0.0,96.5,1.8,0.2,0.2,,3.3784324,,alloys_db
0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,67.80000000000001,13.0,0.5,0.015,,3.7231704,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,69.5,11.0,0.5,0.075,,3.5852752,,alloys_db
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.2,0.0,0.0,0.2,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,57.0,12.5,0.5,0.03,,4.481593999999999,,alloys_db
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.75,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,64.05000000000001,14.0,0.5,0.015,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.85,36.0,0.25,0.025,,3.102642,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.85,36.0,0.25,0.025,,3.102642,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.85,36.0,0.25,0.025,,3.102642,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.7,36.0,0.25,0.025,,3.0336944,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.7,36.0,0.25,0.025,,3.0336944,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,62.7,36.0,0.25,0.025,,3.0336944,,alloys_db
0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,3.25,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.125,0.0,5.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,54.05,16.0,0.5,0.015,,4.757384399999999,,alloys_db
0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.5,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,61.8,8.5,4.0,0.025,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,13.0,0.0,0.0,0.0,0.0,0.0,85.1,0.0,0.5,0.105,,4.3436988,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,12.5,0.0,0.0,0.0,0.0,0.0,85.75,0.375,0.5,0.1149999999999999,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12.75,0.0,0.0,0.0,0.0,0.0,84.3,1.5,0.5,0.05,,4.6194892,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,85.65,0.5,0.5,0.075,,4.826332,,alloys_db
0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,17.75,0.0,0.0,0.0,0.0,0.0,67.3,1.5,0.5,0.075,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,13.0,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0.5,0.205,,4.3436988,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,85.85,0.0,0.5,0.145,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,13.0,0.0,0.0,0.0,0.0,0.0,85.4,0.0,0.5,0.305,,4.5505416,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,12.75,0.0,0.0,0.0,0.0,0.0,85.19999999999999,0.0,0.5,0.285,,4.826332,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,85.05,0.0,0.5,0.39,,4.6194892,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,85.05,0.0,0.5,0.4649999999999999,,4.757384399999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.5,0.4649999999999999,,4.757384399999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,16.0,0.0,0.0,0.0,0.0,0.0,80.55000000000001,2.0,0.5,0.1699999999999999,,5.7915984,,alloys_db
0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.225,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,73.3,1.95,0.5,0.015,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,16.5,0.0,0.0,0.0,0.0,0.0,81.44999999999999,0.0,0.5,0.135,,4.3436988,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.015,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.65,0.0,12.0,0.0,0.0,0.0,0.0,0.0,85.5,1.15,0.2,0.05,,4.2747512,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,82.85,0.0,0.35,0.675,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,83.7,0.0,0.5,0.54,,5.308965199999999,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,78.9,0.0,0.5,0.925,,5.17107,,alloys_db
0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.65,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,83.15,0.0,0.5,0.5,,5.17107,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,16.5,0.0,0.0,0.0,0.0,0.0,80.30000000000001,0.5,0.5,0.39,,5.4468604,,alloys_db
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,15.25,0.0,0.0,0.0,0.0,0.0,80.65,0.25,0.5,0.425,,4.9642272,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,17.0,0.0,0.0,0.0,0.0,0.0,80.35,0.0,0.5,1.1,,5.515808,,alloys_db
0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.3,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.0,15.75,0.0,0.0,0.0,0.0,0.0,80.9,0.2,1.5,0.525,,5.033174799999999,,alloys_db
0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.45,0.02,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,70.25,1.65,0.5,0.02,,5.3779128,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,70.65,9.25,0.5,0.035,,4.205803599999999,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,68.4,12.0,0.5,0.03,,4.0679084,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,70.65,9.0,0.5,0.05,,4.205803599999999,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,68.4,11.0,0.5,0.015,,3.9989608,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,70.65,9.25,0.5,0.015,,4.0679084,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,19.0,0.0,0.0,0.0,0.0,0.0,69.95,9.5,0.75,0.035,,3.5163276,,alloys_db
0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,68.6,10.5,0.75,0.015,,3.3784324,,alloys_db
0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,72.2,7.75,1.0,0.1,,5.033174799999999,,alloys_db
0.0,0.0,0.1699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,69.80000000000001,10.0,0.5,0.015,,4.481593999999999,,alloys_db
0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,13.0,0.0,0.0,0.0,0.0,0.0,81.35,4.0,0.35,0.025,,5.17107,,alloys_db
0.0,0.0,0.1699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,69.80000000000001,9.5,0.5,0.03,,4.3436988,,alloys_db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12.75,0.0,0.0,0.0,0.0,0.0,81.6,4.25,0.5,0.03,,5.9294936,,alloys_db
